0.02,0.99,0.29,0.02,0.01,0.01,979.87,268049941
0.02,0.99,0.29,0.03,0.01,0.01,979.86,268187941
0.02,0.99,0.28,0.02,0.01,0.01,979.88,268324941
0.02,0.98,0.29,0.03,0.01,0.01,979.85,268461948
0.02,0.99,0.29,0.03,0.01,0.01,979.84,268598941
0.02,0.99,0.28,0.03,0.01,0.01,979.89,268735941
0.02,0.99,0.28,0.03,0.01,0.01,979.91,268873948
0.02,0.99,0.29,0.03,0.01,0.01,979.89,269010948
0.02,0.99,0.28,0.03,0.01,0.01,979.89,269147941
0.02,0.98,0.29,0.02,0.01,0.01,979.90,269284937
0.02,0.99,0.29,0.03,0.01,0.01,979.66,376321942
0.02,0.99,0.28,0.03,0.01,0.01,979.79,376459942
0.02,0.99,0.29,0.03,0.01,0.01,979.86,376596942
0.02,0.99,0.29,0.03,0.01,0.01,979.88,376733942
0.02,0.99,0.29,0.03,0.01,0.01,979.83,376870942
0.02,0.99,0.28,0.03,0.01,0.01,979.90,377007938
0.02,0.98,0.28,0.03,0.01,0.01,979.89,377145942
0.02,0.99,0.29,0.03,0.01,0.01,979.90,377282938
0.02,0.99,0.29,0.03,0.01,0.01,979.91,377419942
0.02,0.98,0.28,0.03,0.01,0.01,979.86,377556942
0.02,0.99,0.29,0.03,0.01,0.01,979.87,377693942
0.02,0.99,0.29,0.03,0.01,0.01,979.89,377831942
0.02,0.99,0.28,0.03,0.01,0.01,979.88,377968942
0.02,0.99,0.29,0.03,0.01,0.01,979.86,378105942
0.02,0.99,0.28,0.03,0.01,0.01,979.88,378242942
0.02,0.99,0.28,0.03,0.01,0.01,979.91,378379942
0.02,0.99,0.29,0.03,0.01,0.01,979.91,378517942
0.02,0.99,0.29,0.03,0.01,0.01,979.88,378654949
0.02,0.99,0.29,0.03,0.01,0.01,979.91,378791942
0.02,0.99,0.29,0.03,0.01,0.01,979.87,378928942
0.02,0.98,0.29,0.03,0.01,0.01,979.89,379065942
0.02,0.99,0.29,0.03,0.01,0.01,979.86,379203949
0.02,0.99,0.29,0.03,0.01,0.01,979.91,379340950
0.02,0.99,0.29,0.03,0.01,0.01,979.87,379477950
0.02,0.98,0.29,0.03,0.01,0.01,979.89,379614942
0.02,0.99,0.29,0.03,0.01,0.01,979.88,379751942
0.02,0.99,0.29,0.02,0.01,0.01,979.91,379889942
0.02,0.99,0.29,0.03,0.01,0.01,979.90,380026938
0.02,0.99,0.29,0.03,0.01,0.01,979.89,380163942
0.02,0.98,0.29,0.03,0.01,0.01,979.91,380300942
0.02,0.99,0.29,0.03,0.01,0.01,979.90,380437938
0.02,0.99,0.29,0.03,0.01,0.01,979.86,380575942
0.02,0.98,0.29,0.03,0.01,0.01,979.91,380712942
0.02,0.99,0.29,0.03,0.01,0.01,979.90,380849938
0.02,0.99,0.29,0.03,0.01,0.01,979.90,380986938
0.02,0.99,0.28,0.03,0.01,0.01,979.89,381123942
0.03,0.98,0.30,0.03,0.01,0.01,979.92,381261942
0.02,0.98,0.29,0.03,0.01,0.01,979.88,381398942
0.02,0.99,0.28,0.03,0.01,0.01,979.88,381535942
0.02,0.99,0.29,0.03,0.01,0.01,979.91,381672942
0.02,0.99,0.29,0.03,0.01,0.01,979.87,381809942
0.02,0.99,0.29,0.03,0.01,0.01,979.91,381947942
0.02,0.99,0.28,0.03,0.01,0.01,979.90,382084938
0.02,0.99,0.29,0.03,0.01,0.01,979.88,382221942
0.02,0.98,0.29,0.03,0.01,0.01,979.89,382358949
0.02,0.99,0.29,0.03,0.01,0.01,979.88,382495943
0.02,0.99,0.29,0.03,0.01,0.01,979.91,382633942
0.02,0.99,0.29,0.03,0.01,0.01,979.87,382770942
0.02,0.99,0.29,0.03,0.01,0.01,979.89,382907949
0.02,0.99,0.28,0.03,0.01,0.01,979.89,383044950
0.02,0.99,0.28,0.03,0.01,0.01,979.91,383181949
0.02,0.99,0.29,0.03,0.01,0.01,979.92,383319942
0.02,0.99,0.28,0.03,0.01,0.01,979.91,383456942
0.02,0.99,0.29,0.03,0.01,0.01,979.90,383593938
0.02,0.99,0.29,0.03,0.01,0.01,979.90,383730938
0.02,0.99,0.29,0.03,0.01,0.01,979.88,383867942
0.02,0.99,0.29,0.03,0.01,0.01,979.88,384005942
0.02,0.99,0.29,0.03,0.01,0.01,979.87,384142942
0.02,0.99,0.29,0.03,0.01,0.01,979.86,384279942
0.02,0.99,0.29,0.03,0.01,0.01,979.88,384416942
0.02,0.99,0.29,0.03,0.01,0.01,979.86,384553942
0.02,0.99,0.29,0.03,0.01,0.01,979.87,384691942
0.02,0.99,0.29,0.03,0.01,0.01,979.87,384828942
0.02,0.99,0.29,0.03,0.01,0.01,979.92,384965942
0.02,0.99,0.29,0.03,0.01,0.01,979.87,385102942
0.02,0.99,0.29,0.03,0.01,0.01,979.88,385239942
0.02,0.99,0.28,0.03,0.01,0.01,979.89,385377942
0.02,0.99,0.29,0.03,0.01,0.01,979.91,385514942
0.02,0.99,0.29,0.03,0.01,0.01,979.88,385651942
0.02,0.99,0.29,0.03,0.01,0.01,979.91,385788942
0.02,0.99,0.28,0.03,0.01,0.01,979.91,385925942
0.02,0.99,0.29,0.03,0.01,0.01,979.90,386063938
0.02,0.99,0.29,0.03,0.01,0.01,979.92,386200949
0.02,0.99,0.29,0.03,0.01,0.01,979.93,386337942
0.02,0.99,0.29,0.03,0.01,0.01,979.93,386474942
0.02,0.98,0.29,0.03,0.01,0.01,979.89,386611949
0.02,0.99,0.29,0.03,0.01,0.01,979.91,386749951
0.02,0.99,0.29,0.03,0.01,0.01,979.93,386886942
0.02,0.99,0.29,0.03,0.01,0.01,979.89,387023942
0.02,0.99,0.29,0.03,0.01,0.01,979.90,387160938
0.02,0.99,0.29,0.03,0.01,0.01,979.88,387297942
0.02,0.99,0.29,0.03,0.01,0.01,979.90,387435938
0.02,0.99,0.29,0.03,0.01,0.01,979.92,387572942
0.02,0.99,0.29,0.03,0.01,0.01,979.91,387709942
0.02,0.99,0.28,0.03,0.01,0.01,979.89,387846942
0.02,0.98,0.29,0.03,0.01,0.01,979.90,387983938
0.02,0.99,0.28,0.03,0.01,0.01,979.93,388121942
0.02,0.98,0.29,0.02,0.01,0.01,979.90,388258938
0.02,0.99,0.29,0.03,0.01,0.01,979.92,388395942
0.02,0.99,0.29,0.03,0.01,0.01,979.91,388532942
0.02,0.99,0.29,0.03,0.01,0.01,979.89,388669942
0.02,0.99,0.29,0.03,0.01,0.01,979.91,388807945
0.02,0.99,0.29,0.03,0.01,0.01,979.91,388944942
0.02,0.99,0.29,0.03,0.01,0.01,979.92,389081942
0.02,0.99,0.29,0.03,0.01,0.01,979.91,389218942
0.02,0.98,0.29,0.03,0.01,0.01,979.89,389355942
0.02,0.99,0.29,0.03,0.01,0.01,979.88,389493942
0.02,0.98,0.29,0.03,0.01,0.01,979.90,389630938
0.02,0.99,0.29,0.03,0.01,0.01,979.90,389767938
0.02,0.99,0.29,0.03,0.01,0.01,979.89,389904949
0.02,0.99,0.29,0.03,0.01,0.01,979.90,390041938
0.02,0.99,0.29,0.03,0.01,0.01,979.92,390179942
0.02,0.98,0.29,0.03,0.01,0.01,979.87,390316949
0.02,0.98,0.29,0.03,0.01,0.01,979.87,390453950
0.02,0.98,0.29,0.03,0.01,0.01,979.91,390590942
0.02,0.99,0.29,0.03,0.01,0.01,979.93,390727942
0.02,0.99,0.29,0.03,0.01,0.01,979.90,390865938
0.02,0.99,0.29,0.03,0.01,0.01,979.91,391002942
0.02,0.99,0.29,0.03,0.01,0.01,979.91,391139942
0.02,0.99,0.29,0.03,0.01,0.01,979.88,391276942
0.02,0.99,0.29,0.03,0.01,0.01,979.90,391413938
0.02,0.99,0.29,0.03,0.01,0.01,979.91,391551942
0.02,0.99,0.29,0.03,0.01,0.01,979.89,391688942
0.02,0.99,0.28,0.03,0.01,0.01,979.94,391825942
0.02,0.99,0.29,0.03,0.01,0.01,979.90,391962938
0.02,0.99,0.29,0.03,0.01,0.01,979.89,392099942
0.02,0.99,0.29,0.03,0.01,0.01,979.92,392237942
0.02,0.99,0.29,0.03,0.01,0.01,979.91,392374942
0.02,0.99,0.29,0.03,0.01,0.01,979.89,392511942
0.02,0.98,0.28,0.03,0.01,0.01,979.91,392648942
0.02,0.99,0.29,0.03,0.01,0.01,979.93,392785942
0.02,0.99,0.29,0.03,0.01,0.01,979.88,392923942
0.02,0.99,0.29,0.03,0.01,0.01,979.92,393060942
